Name	Class	Joined	Job	TicketCost	Age	Gender	Survived	Department
"ST�HELIN-MAEGLIN, Dr Max"	1st Class Passenger	Southampton	Lawyer	30.5	32	Male	True	
"STEAD, Mr William Thomas"	1st Class Passenger	Southampton	Journalist	26.55	62	Male	False	
"STENGEL, Mr Charles Emil Henry"	1st Class Passenger	Cherbourg	Businessman	55.44166667	54	Male	True	
"STENGEL, Mrs Annie May"	1st Class Passenger	Cherbourg		55.44166667	44	Female	True	
"STEPHENSON, Mrs Martha"	1st Class Passenger	Cherbourg		78.26666667	52	Female	True	
"STEWART, Mr Albert Ankeny"	1st Class Passenger	Cherbourg	Businessman	27.72083333	64	Male	False	
"STONE, Mrs Martha Evelyn"	1st Class Passenger	Southampton		80	62	Female	True	
"STRAUS, Mr Isidor"	1st Class Passenger	Southampton	Businessman	221.7791667	67	Male	False	
"STRAUS, Mrs Rosalie Ida"	1st Class Passenger	Southampton		221.7791667	63	Female	False	
"SUTTON, Mr Frederick"	1st Class Passenger	Southampton	Property Developer / Real Estate	32.32083333	61	Male	False	
"SWIFT, Mrs Margaret Welles"	1st Class Passenger	Southampton		25.92916667	46	Female	True	
"TAUSSIG, Mr Emil"	1st Class Passenger	Southampton		79.65	52	Male	False	
"TAUSSIG, Mrs Tillie"	1st Class Passenger	Southampton		79.65	39	Female	True	
"TAUSSIG, Miss Ruth"	1st Class Passenger	Southampton		79.65	18	Female	True	
"TAYLOR, Mr Elmer Zebley"	1st Class Passenger	Southampton	Manufacturer	52	48	Male	True	
"TAYLOR, Mrs Juliet Cummins"	1st Class Passenger	Southampton		52	49	Female	True	
"THAYER, Mr John Borland"	1st Class Passenger	Cherbourg	Businessman	110.8833333	49	Male	False	
"THAYER, Mrs Marian Longstreth"	1st Class Passenger	Cherbourg		110.8833333	39	Female	True	
"THAYER, Mr John Borland jr"	1st Class Passenger	Cherbourg	Scholar	110.8833333	17	Male	True	
"THORNE, Miss Gertrude Maybelle"	1st Class Passenger	Cherbourg		80.2	38	Female	True	
"TUCKER, Mr Gilbert Milligan jr"	1st Class Passenger	Cherbourg		28.5375	31	Male	True	
"URUCHURTU, Don. Manuel Ramirez"	1st Class Passenger	Cherbourg	Lawyer	27.72083333	39	Male	False	
"VAN DER HOEF, Mr Wyckoff"	1st Class Passenger	Belfast	Businessman	33.5	61	Male	False	
"WALKER, Mr William Anderson"	1st Class Passenger	Southampton		34.25	48	Male	False	
"WARD, Miss Annie Moore"	1st Class Passenger	Cherbourg	Personal Maid	512.3291667	35	Female	True	Servant
"WARREN, Mr Frank Manley"	1st Class Passenger	Cherbourg		75.25	63	Male	False	
"WARREN, Mrs Anna Sophia"	1st Class Passenger	Cherbourg		75.25	60	Female	True	
"WEIR, Colonel John"	1st Class Passenger	Southampton	Military	26.55	59	Male	False	
"WHITE, Mr Percival Wayland"	1st Class Passenger	Southampton	Manufacturer	77.2875	54	Male	False	
"WHITE, Mr Richard Frasar"	1st Class Passenger	Southampton		77.2875	21	Male	False	
"WHITE, Mrs Ella"	1st Class Passenger	Cherbourg		135.6333333	55	Female	True	
"WICK, Col. George Dennick"	1st Class Passenger	Southampton		164.8666667	57	Male	False	
"WICK, Mrs Mary Peebles"	1st Class Passenger	Southampton		164.8666667	45	Female	True	
"WICK, Miss Mary Natalie"	1st Class Passenger	Southampton		164.8666667	31	Female	True	
"WIDENER, Mr George Dunton"	1st Class Passenger	Southampton	Banker	211.5	50	Male	False	
"WIDENER, Mrs Eleanor"	1st Class Passenger	Southampton		211.5	50	Female	True	
"WIDENER, Mr Harry Elkins"	1st Class Passenger	Southampton	Bibliophile	211.5	27	Male	False	
"WILLARD, Miss Constance"	1st Class Passenger	Southampton		26.55	21	Female	True	
"WILLIAMS, Mr Fletcher Fellowes Lambert"	1st Class Passenger	Southampton	Businessman	35	43	Male	False	
"WILLIAMS, Mr Charles Duane"	1st Class Passenger	Cherbourg	Lawyer	61.37916667	51	Male	False	
"WILLIAMS, Mr Richard Norris II"	1st Class Passenger	Cherbourg	Sportsman	61.37916667	21	Male	True	
"WILSON, Miss Helen Alice"	1st Class Passenger	Cherbourg	Personal Maid	134.5	31	Female	True	Servant
"WOOLNER, Mr Hugh"	1st Class Passenger	Southampton	Businessman	35.5	45	Male	True	
"WRIGHT, Mr George"	1st Class Passenger	Southampton	Businessman	26.55	62	Male	False	
"YOUNG, Miss Marie Grice"	1st Class Passenger	Cherbourg		135.6333333	36	Female	True	
"ABELSON, Mr Samuel"	2nd Class Passenger	Cherbourg		24	30	Male	False	
"ABELSON, Mrs Hannah"	2nd Class Passenger	Cherbourg		24	28	Female	True	
"ALDWORTH, Mr Augustus Henry"	2nd Class Passenger	Southampton	Chauffeur	13	34	Male	False	Servant
"ANDREW, Mr Edgar Samuel"	2nd Class Passenger	Southampton		11.5	17	Male	False	
"ANDREW, Mr Frank Thomas"	2nd Class Passenger	Southampton	Miner	10.5	25	Male	False	
"ANGLE, Mr William"	2nd Class Passenger	Southampton	Tile Maker	26	32	Male	False	
"ANGLE, Mrs Florence Agnes"	2nd Class Passenger	Southampton		26	36	Female	True	
"ASHBY, Mr John"	2nd Class Passenger	Southampton		13	57	Male	False	
"BAILEY, Mr Percy"	2nd Class Passenger	Southampton	Butcher's Assistant	11.5	15	Male	False	
"BAINBRIGGE, Mr Charles Robert"	2nd Class Passenger	Southampton	Horse Trainer	10.5	22	Male	False	
"BALLS, Mrs Ada E."	2nd Class Passenger	Southampton		13	36	Female	True	
"BANFIELD, Mr Frederick James"	2nd Class Passenger	Southampton	Miner	10.5	28	Male	False	
"BATEMAN, Revd Robert James"	2nd Class Passenger	Southampton	Priest / Minister	12.525	51	Male	False	
"BEANE, Mr Edward"	2nd Class Passenger	Southampton		26	32	Male	True	
"BEANE, Mrs Ethel"	2nd Class Passenger	Southampton		26	22	Female	True	
"BEAUCHAMP, Mr Henry James"	2nd Class Passenger	Southampton	Club Head Steward	26	28	Male	False	
"BECKER, Mrs Nellie E."	2nd Class Passenger	Southampton		39	35	Female	True	
"BECKER, Miss Marion Louise"	2nd Class Passenger	Southampton		39	4	Female	True	
"BECKER, Master Richard F."	2nd Class Passenger	Southampton		39	1	Male	True	
"BECKER, Miss Ruth Elizabeth"	2nd Class Passenger	Southampton		39	12	Female	True	
"BEESLEY, Mr Lawrence"	2nd Class Passenger	Southampton	Teacher	13	34	Male	True	
"BENTHAM, Miss Lillian W."	2nd Class Passenger	Southampton		13	19	Female	True	
"BERRIMAN, Mr William John"	2nd Class Passenger	Southampton		13	23	Male	False	
"BOTSFORD, Mr William Hull"	2nd Class Passenger	Southampton		13	25	Male	False	
"BOWENUR, Mr Solomon"	2nd Class Passenger	Southampton	Merchant	13	42	Male	False	
"BRACKEN, Mr James Hollen"	2nd Class Passenger	Southampton	Stockman	13	29	Male	False	
"BRAILEY, Mr William Theodore Ronald"	2nd Class Passenger	Southampton	Musician	0	24	Male	False	Musician
"BRICOUX, Mr Roger Marie"	2nd Class Passenger	Southampton	Musician	0	20	Male	False	Musician
"BRITO, Mr Jos� Joaquim de"	2nd Class Passenger	Southampton		13	32	Male	False	
"BROWN, Miss Amelia Mary"	2nd Class Passenger	Southampton	Cook (Personal)	13	18	Female	True	Servant
"BROWN, Mr Thomas William Solomon"	2nd Class Passenger	Southampton	Hotelier	39	60	Male	False	
"BROWN, Mrs Elizabeth Catherine"	2nd Class Passenger	Southampton		39	40	Female	True	
"BROWN, Miss Edith Eileen"	2nd Class Passenger	Southampton	Scholar	39	15	Female	True	
"BRYHL, Mr Kurt Arnold Gottfrid"	2nd Class Passenger	Southampton		26	25	Male	False	
"BRYHL, Miss Dagmar Jenny Ingeborg"	2nd Class Passenger	Southampton		26	20	Female	True	
"BUSS, Miss Kate"	2nd Class Passenger	Southampton		13	36	Female	True	
"BUTLER, Mr Reginald Fenton"	2nd Class Passenger	Southampton	Mechanical Engineer	13	25	Male	False	
"BYLES, Fr Thomas Roussel Davids"	2nd Class Passenger	Southampton	Priest / Minister	13	42	Male	False	
"BYSTR�M, Mrs Karolina"	2nd Class Passenger	Southampton		13	40	Female	True	
"CALDWELL, Mr Albert Francis"	2nd Class Passenger	Southampton		29	26	Male	True	
"CALDWELL, Mrs Sylvia Mae"	2nd Class Passenger	Southampton		29	28	Female	True	
"CALDWELL, Master Alden Gates"	2nd Class Passenger	Southampton		29	0.833333333	Male	True	
"CAMERON, Miss Clear Annie"	2nd Class Passenger	Southampton	Personal Maid	21	35	Female	True	
"CAMPBELL, Mr William Henry"	2nd Class Passenger	Belfast		0	21	Male	False	H&W Guarantee Group
"CARBINES, Mr William"	2nd Class Passenger	Southampton	Miner	13	19	Male	False	
"CARTER, Fr Ernest Courtenay"	2nd Class Passenger	Southampton	Priest / Minister	26	54	Male	False	
"CARTER, Mrs Lilian"	2nd Class Passenger	Southampton		26	45	Female	False	
"CHAPMAN, Mr Charles Henry"	2nd Class Passenger	Southampton		13.5	52	Male	False	
"CHAPMAN, Mr John Henry"	2nd Class Passenger	Southampton	Farmer	26	36	Male	False	
"CHAPMAN, Mrs Sara Elizabeth"	2nd Class Passenger	Southampton		26	28	Female	False	
"CHRISTY, Mrs Alice Frances"	2nd Class Passenger	Southampton		30	45	Female	True	
"CHRISTY, Miss Rachel Juli Cohen"	2nd Class Passenger	Southampton		30	25	Female	True	
"CLARKE, Mr Charles Valentine"	2nd Class Passenger	Southampton	Dairy Worker	26	29	Male	False	
"CLARKE, Mrs Ada Maria"	2nd Class Passenger	Southampton		27	28	Female	True	
"CLARKE, Mr John Frederick Preston"	2nd Class Passenger	Southampton	Musician	0	28	Male	False	Musician
"COLERIDGE, Mr Reginald Charles"	2nd Class Passenger	Southampton	Advertising Consultant	10.5	29	Male	False	
"COLLANDER, Mr Erik Gustaf"	2nd Class Passenger	Southampton		13	27	Male	False	
"COLLETT, Mr Sidney Clarence Stuart"	2nd Class Passenger	Southampton		10.5	25	Male	True	
"COLLYER, Mr Harvey"	2nd Class Passenger	Southampton	Grocer	26.25	31	Male	False	
"COLLYER, Mrs Charlotte Caroline"	2nd Class Passenger	Southampton		26.25	31	Female	True	
"COLLYER, Miss Marjorie Lottie"	2nd Class Passenger	Southampton		26.25	8	Female	True	
"COOK, Mrs Selena"	2nd Class Passenger	Southampton		10.5	22	Female	True	
"CORBETT, Mrs Irene"	2nd Class Passenger	Southampton	Musician	13	30	Female	False	
"COREY, Mrs Mary Emma"	2nd Class Passenger	Southampton		21	30	Female	False	
"COTTERILL, Mr Henry"	2nd Class Passenger	Southampton	Carpenter / Joiner	11.5	20	Male	False	
"CUNNINGHAM, Mr Alfred Fleming"	2nd Class Passenger	Belfast	Fitter	0	21	Male	False	H&W Guarantee Group
"DAVIES, Mr Charles Henry"	2nd Class Passenger	Southampton		73.5	19	Male	False	
"DAVIES, Mrs Agnes"	2nd Class Passenger	Southampton		36.75	48	Female	True	
"DAVIES, Master John Morgan jr"	2nd Class Passenger	Southampton		36.75	8	Male	True	
"DAVIS, Miss Mary Ann Charlotte"	2nd Class Passenger	Southampton		13	28	Female	True	
"DEACON, Mr Percy William"	2nd Class Passenger	Southampton	Baker	73.5	18	Male	False	
"DEL CARLO, Mr Sebastiano"	2nd Class Passenger	Cherbourg		27.72083333	29	Male	False	
"DEL CARLO, Mrs Argene"	2nd Class Passenger	Cherbourg		27.72083333	24	Female	True	
"DENBUOY, Mr Albert Joseph"	2nd Class Passenger	Southampton	Fruit Farmer	31.5	25	Male	False	
"DIBDEN, Mr William"	2nd Class Passenger	Southampton	General Labourer	73.5	18	Male	False	
"DOLING, Mrs Ada Julia Elizabeth"	2nd Class Passenger	Southampton		23	34	Female	True	
"DOLING, Miss Elsie"	2nd Class Passenger	Southampton		23	18	Female	True	
"DOUTON, Mr William Joseph"	2nd Class Passenger	Southampton	Quarryman	26	55	Male	False	
"DREW, Mr James Vivian"	2nd Class Passenger	Southampton		32.5	42	Male	False	
"DREW, Mrs Lulu Thorne"	2nd Class Passenger	Southampton		32.5	34	Female	True	
"DREW, Master Marshall Brines"	2nd Class Passenger	Southampton		32.5	8	Male	True	
"DUR�N I MON�, Sra. Florentina"	2nd Class Passenger	Cherbourg		13.85833333	30	Female	True	
"DUR�N I MON�, Sra. Asuncion"	2nd Class Passenger	Cherbourg		13.85833333	27	Female	True	
"EITEMILLER, Mr George Floyd"	2nd Class Passenger	Southampton		13	25	Male	False	
"ENANDER, Mr Ingvar"	2nd Class Passenger	Southampton		13	21	Male	False	
"FAHLSTR�M, Mr Arne Joma"	2nd Class Passenger	Southampton		13	18	Male	False	
"FAUNTHORPE, Mr Harry Bartram"	2nd Class Passenger	Southampton		26	41	Male	False	
"FILLBROOK, Mr Joseph Charles"	2nd Class Passenger	Southampton	Painter & Decorator	10.5	18	Male	False	
"FOX, Mr Stanley Harrington"	2nd Class Passenger	Southampton	Businessman	13	38	Male	False	
"FROST, Mr Anthony Wood"	2nd Class Passenger	Belfast	Fitter	0	38	Male	False	H&W Guarantee Group
"FUNK, Miss Annie Clemmer"	2nd Class Passenger	Southampton	Missionary	13	38	Female	False	
"FYNNEY, Mr Joseph J."	2nd Class Passenger	Southampton	Rubber Merchant	26	35	Male	False	
"GALE, Mr Harry"	2nd Class Passenger	Southampton	Miner	21	38	Male	False	
"GALE, Mr Shadrach"	2nd Class Passenger	Southampton	Miner	21	33	Male	False	
"GARSIDE, Miss Ethel"	2nd Class Passenger	Southampton		13	39	Female	True	
"GASKELL, Mr William Alfred"	2nd Class Passenger	Southampton	Cooper	26	19	Male	False	
"GAVEY, Mr Laurence"	2nd Class Passenger	Southampton		10.5	26	Male	False	
"GILBERT, Mr William"	2nd Class Passenger	Southampton		10.5	47	Male	False	
"GILES, Mr Edgar"	2nd Class Passenger	Southampton	Cab Driver	11.5	21	Male	False	
"GILES, Mr Frederick Edward"	2nd Class Passenger	Southampton	Bus Driver	11.5	20	Male	False	
"GILES, Mr Ralph"	2nd Class Passenger	Southampton		13.5	24	Male	False	
"GILL, Mr John"	2nd Class Passenger	Southampton	Chauffeur	13	24	Male	False	
"GILLESPIE, Mr William Henry"	2nd Class Passenger	Southampton	Clerk	13	31	Male	False	
"GIVARD, Mr Hans Kristensen"	2nd Class Passenger	Southampton		13	30	Male	False	
"GREENBERG, Mr Samuel"	2nd Class Passenger	Southampton		13	52	Male	False	
"HALE, Mr Reginald"	2nd Class Passenger	Southampton	Gardener	13	30	Male	False	
"HARBECK, Mr William H."	2nd Class Passenger	Southampton	Cinematographer	13	44	Male	False	
"HARPER, Rev. John"	2nd Class Passenger	Southampton	Priest / Minister	33	39	Male	False	
"HARPER, Miss Annie Jessie"	2nd Class Passenger	Southampton		33	6	Female	True	
"HARRIS, Mr George"	2nd Class Passenger	Southampton		10.5	62	Male	True	
"HARRIS, Mr Walter"	2nd Class Passenger	Southampton		10.5	44	Male	False	
"HART, Mr Benjamin"	2nd Class Passenger	Southampton	Builder	26.25	47	Male	False	
"HART, Mrs Esther Ada"	2nd Class Passenger	Southampton		26.25	48	Female	True	
"HART, Miss Eva Miriam"	2nd Class Passenger	Southampton		26.25	7	Female	True	
"HARTLEY, Mr Wallace Henry"	2nd Class Passenger	Southampton	Musician	0	33	Male	False	Musician
"H�M�L�INEN, Mrs Anna"	2nd Class Passenger	Southampton		14.5	23	Female	True	
"H�M�L�INEN, Master Viljo Unto Johannes"	2nd Class Passenger	Southampton		14.5	0.583333333	Male	True	
"HERMAN, Mr Samuel"	2nd Class Passenger	Southampton	Farmer	65	49	Male	False	
"HERMAN, Mrs Jane"	2nd Class Passenger	Southampton		65	48	Female	True	
"HERMAN, Miss Alice"	2nd Class Passenger	Southampton		65	23	Female	True	
"HERMAN, Miss Kate"	2nd Class Passenger	Southampton		65	23	Female	True	
"HEWLETT, Mrs Mary Dunbar"	2nd Class Passenger	Southampton		16	56	Female	True	
"HICKMAN, Mr Leonard Mark"	2nd Class Passenger	Southampton		73.5	24	Male	False	
"HICKMAN, Mr Lewis"	2nd Class Passenger	Southampton		73.5	30	Male	False	
"HICKMAN, Mr Stanley George"	2nd Class Passenger	Southampton		73.5	20	Male	False	
"HILTUNEN, Miss Marta"	2nd Class Passenger	Southampton		13	18	Female	False	
"HOCKING, Mr Richard George"	2nd Class Passenger	Southampton	Baker	11.5	23	Male	False	
"HOCKING, Mrs Eliza"	2nd Class Passenger	Southampton		23	54	Female	True	
"HOCKING, Miss Ellen"	2nd Class Passenger	Southampton		23	20	Female	True	
"HOCKING, Mr Samuel James Metcalfe"	2nd Class Passenger	Southampton	Painter & Decorator	13	36	Male	False	
"HODGES, Mr Henry Price"	2nd Class Passenger	Southampton	Musical Instrument Vendor	13	50	Male	False	
"HOLD, Mr Stephen"	2nd Class Passenger	Southampton	Clerk	26	44	Male	False	
"HOLD, Mrs Annie Margaret"	2nd Class Passenger	Southampton		26	29	Female	True	
"HOOD, Mr Ambrose Jr"	2nd Class Passenger	Southampton		73.5	21	Male	False	
"HOSONO, Mr Masabumi"	2nd Class Passenger	Southampton	Civil Servant	13	41	Male	True	
"HOWARD, Mr Benjamin"	2nd Class Passenger	Southampton	Retired	26	63	Male	False	
"HOWARD, Mrs Ellen Truelove"	2nd Class Passenger	Southampton		26	61	Female	False	
"HUME, Mr John Law"	2nd Class Passenger	Southampton	Musician	0	21	Male	False	Musician
"HUNT, Mr George Henry"	2nd Class Passenger	Southampton	Gardener	12.275	33	Male	False	
"ILETT, Miss Bertha"	2nd Class Passenger	Southampton		10.5	17	Female	True	
"JACOBSOHN, Mr Sidney Samuel"	2nd Class Passenger	Southampton	Lawyer	27	42	Male	False	
"JACOBSOHN, Mrs Amy Frances Christy"	2nd Class Passenger	Southampton		27	24	Female	True	
"JARVIS, Mr Denzil John"	2nd Class Passenger	Southampton	Engineer	15	47	Male	False	
"JEFFERYS, Mr Clifford Thomas"	2nd Class Passenger	Southampton	Granite Cutter	31.5	24	Male	False	
"JEFFERYS, Mr Ernest Wilfred"	2nd Class Passenger	Southampton	Granite Cutter	31.5	22	Male	False	
"JENKIN, Mr Stephen Curnow"	2nd Class Passenger	Southampton	Miner	10.5	32	Male	False	
"JERWAN, Mrs Marie Marthe"	2nd Class Passenger	Cherbourg		13.79166667	23	Female	True	
"KANTOR, Mr Sinai"	2nd Class Passenger	Southampton		26	34	Male	False	
"KANTOR, Mrs Miriam"	2nd Class Passenger	Southampton		26	24	Female	True	
"KARNES, Mrs Claire"	2nd Class Passenger	Southampton		21	28	Female	False	
"KEANE, Mr Daniel"	2nd Class Passenger	Queenstown		12.35	35	Male	False	
"KEANE, Miss Nora Agnes"	2nd Class Passenger	Queenstown		12.35	46	Female	True	
"KELLY, Mrs Fanny Maria"	2nd Class Passenger	Southampton		13.5	45	Female	True	
"KIRKLAND, Fr Charles Leonard"	2nd Class Passenger	Queenstown	Priest / Minister	12.35	52	Male	False	
"KNIGHT, Mr Robert"	2nd Class Passenger	Belfast	Fitter	0	39	Male	False	H&W Guarantee Group
"KRINS, Mr Georges Alexandre"	2nd Class Passenger	Southampton	Musician	0	23	Male	False	Musician
"KVILLNER, Mr Johan Henrik Johannesson"	2nd Class Passenger	Southampton	Mechanical Engineer	10.5	31	Male	False	
"LAHTINEN, Fr William"	2nd Class Passenger	Southampton	Priest / Minister	26	35	Male	False	
"LAHTINEN, Mrs Anna Amelia"	2nd Class Passenger	Southampton		26	34	Female	False	
"LAMB, Mr John J."	2nd Class Passenger	Queenstown	Gentleman	10.70833333	30	Male	False	
"LAROCHE, Mr Joseph Philippe Lemercier"	2nd Class Passenger	Cherbourg	Engineer	41.57916667	25	Male	False	
"LAROCHE, Mrs Juliette Marie Louise"	2nd Class Passenger	Cherbourg		41.57916667	22	Female	True	
"LAROCHE, Miss Louise"	2nd Class Passenger	Cherbourg		41.57916667	1	Female	True	
"LAROCHE, Miss Simonne Marie Anne Andr�e"	2nd Class Passenger	Cherbourg		41.57916667	3	Female	True	
"L�VY, Mr Ren� Jacques"	2nd Class Passenger	Southampton	Chemist	12.875	36	Male	False	
"LEHMANN, Miss Bertha"	2nd Class Passenger	Cherbourg		12	17	Female	True	
"LEITCH, Miss Jessie Wills"	2nd Class Passenger	Southampton		33	31	Female	True	
"LEMORE, Mrs Amelia"	2nd Class Passenger	Southampton		10.5	46	Female	True	
"LEYSON, Mr Robert William Norman"	2nd Class Passenger	Southampton	Solicitor	10.5	25	Male	False	
"LINNANE, Mr John"	2nd Class Passenger	Queenstown	Gentleman	12.35	61	Male	False	
"LOUCH, Mr Charles"	2nd Class Passenger	Southampton	Saddler	26	50	Male	False	
"LOUCH, Mrs Alice Adelaide"	2nd Class Passenger	Southampton		26	42	Female	True	
"MACK, Mrs Mary"	2nd Class Passenger	Southampton		10.5	57	Female	False	
"MALACHARD, Mr Jean-No�l"	2nd Class Passenger	Cherbourg		15.55	25	Male	False	
"MALLET, Mr Albert Denis Pierre"	2nd Class Passenger	Cherbourg	Merchant	37.05	45	Male	False	
"MALLET, Mrs Antonine Marie"	2nd Class Passenger	Cherbourg		37.05	24	Female	True	
"MALLET, Master Andr� Clement"	2nd Class Passenger	Cherbourg		37.05	1	Male	True	
"MANGIAVACCHI, Mr Serafino Emilio"	2nd Class Passenger	Cherbourg	Clerk	15.57916667	30	Male	False	
"MATTHEWS, Mr William John"	2nd Class Passenger	Southampton	China Clay Worker	13	23	Male	False	
"MAYBERY, Mr Frank Hubert"	2nd Class Passenger	Southampton	Property Developer / Real Estate	16	36	Male	False	
"MCCRAE, Mr Arthur Gordon"	2nd Class Passenger	Southampton	Engineer	13.5	32	Male	False	
"MCCRIE, Mr James Matthew"	2nd Class Passenger	Southampton	Oil Worker	13	32	Male	False	
"MCKANE, Mr Peter Dan"	2nd Class Passenger	Southampton	Quarryman	26	46	Male	False	
"MELLINGER, Mrs Elizabeth Anne"	2nd Class Passenger	Southampton	Servant	19.5	41	Female	True	
"MELLINGER, Miss Violet Madeline"	2nd Class Passenger	Southampton		19.5	13	Female	True	
"MELLORS, Mr William John"	2nd Class Passenger	Southampton	Salesman	10.5	19	Male	True	
"MEYER, Mr August"	2nd Class Passenger	Southampton	Baker	13	31	Male	False	
"MILLING, Mr Jacob Christian"	2nd Class Passenger	Southampton	Machine Inspector	13	48	Male	False	
"MITCHELL, Mr Henry Michael"	2nd Class Passenger	Southampton	Retired	10.5	71	Male	False	
"MONTVILA, Fr Juozas"	2nd Class Passenger	Southampton	Priest / Minister	13	27	Male	False	
"MORAWECK, Dr Ernest"	2nd Class Passenger	Southampton	Doctor	14	54	Male	False	
